행정구역,2023년04월_계_총인구수,2023년04월_계_연령구간인구수,2023년04월_계_0~9세,2023년04월_계_10~19세,2023년04월_계_20~29세,2023년04월_계_30~39세,2023년04월_계_40~49세,2023년04월_계_50~59세,2023년04월_계_60~69세,2023년04월_계_70~79세,2023년04월_계_80~89세,2023년04월_계_90~99세,2023년04월_계_100세 이상
전라북도 고창군 고창읍(4579025000),"20,818","20,818","1,541","2,517","2,087","1,884","2,922","3,467","3,191","1,869","1,150",181,9
전라북도 고창군 고수면(4579031000),"2,150","2,150",33,90,107,107,176,342,528,397,312,56,2
전라북도 고창군 아산면(4579032000),"2,542","2,542",56,86,114,127,207,459,625,436,379,51,2
전라북도 고창군 무장면(4579033000),"2,615","2,615",62,175,139,113,204,423,557,476,417,46,3
전라북도 고창군 공음면(4579034000),"2,376","2,376",42,103,104,116,196,372,553,437,389,60,4
전라북도 고창군 상하면(4579035000),"2,324","2,324",51,123,137,110,213,382,507,425,325,47,4
전라북도 고창군 해리면(4579036000),"2,572","2,572",56,91,120,89,208,368,631,548,404,54,3
전라북도 고창군 성송면(4579037000),"1,712","1,712",29,47,67,71,117,289,418,311,302,60,1
전라북도 고창군 대산면(4579038000),"3,107","3,107",58,124,144,129,239,520,727,585,504,74,3
전라북도 고창군 심원면(4579039000),"2,395","2,395",55,108,118,133,191,462,571,392,327,38,0
전라북도 고창군 흥덕면(4579040000),"3,017","3,017",78,140,181,136,253,513,710,501,418,86,1
전라북도 고창군 성내면(4579041000),"1,886","1,886",32,63,95,92,153,281,446,361,295,68,0
전라북도 고창군 신림면(4579042000),"2,122","2,122",37,86,104,107,172,351,467,398,339,61,0
전라북도 고창군 부안면(4579043000),"2,508","2,508",50,95,102,114,192,407,549,535,390,71,3
전라북도 부안군 (4580000000),"50,020","50,020","2,078","3,386","3,710","3,353","5,613","8,359","10,259","7,361","5,157",729,15
전라북도 부안군 부안읍(4580025000),"20,816","20,816","1,403","2,239","2,124","1,852","3,003","3,500","3,280","2,023","1,244",144,4
전라북도 부안군 주산면(4580031000),"1,783","1,783",31,48,96,86,128,261,455,328,302,47,1
전라북도 부안군 동진면(4580032000),"2,677","2,677",52,84,154,136,202,449,600,498,433,69,0
전라북도 부안군 행안면(4580033000),"2,099","2,099",59,104,106,150,194,363,503,312,255,53,0
전라북도 부안군 계화면(4580034000),"3,182","3,182",79,136,150,169,329,450,742,673,412,41,1
전라북도 부안군 보안면(4580035000),"2,317","2,317",37,77,94,88,167,381,587,460,376,49,1
전라북도 부안군 변산면(4580036000),"4,251","4,251",136,254,272,280,493,797,983,612,371,53,0
전라북도 부안군 진서면(4580037000),"2,261","2,261",59,85,138,110,209,381,613,398,239,26,3
전라북도 부안군 백산면(4580038000),"2,397","2,397",30,71,129,100,184,370,551,490,399,73,0
전라북도 부안군 상서면(4580039000),"2,108","2,108",53,72,122,101,149,385,489,381,314,42,0
전라북도 부안군 하서면(4580040000),"2,549","2,549",47,97,138,125,225,414,577,489,384,49,4
전라북도 부안군 줄포면(4580041000),"2,460","2,460",66,93,132,106,217,408,604,479,297,58,0
전라북도 부안군 위도면(4580042000),"1,120","1,120",26,26,55,50,113,200,275,218,131,25,1
전라남도  (4600000000),"1,813,439","1,813,439","112,226","160,292","182,524","171,045","245,776","310,603","299,433","187,687","124,433","18,835",585
전라남도 목포시 (4611000000),"215,591","215,591","14,329","23,491","24,960","22,069","35,246","36,575","30,998","18,240","8,564","1,085",34
전라남도 목포시 용당1동(4611051000),"9,874","9,874",388,629,855,803,"1,262","1,647","1,977","1,550",671,87,5
전라남도 목포시 용당2동(4611052000),"4,766","4,766",157,265,425,349,571,822,"1,022",778,335,41,1
전라남도 목포시 연동(4611053500),"4,233","4,233",104,259,348,265,521,730,837,733,388,46,2
전라남도 목포시 산정동(4611054500),"9,179","9,179",557,"1,047",980,910,"1,394","1,599","1,419",828,399,45,1
전라남도 목포시 연산동(4611055400),"10,448","10,448","1,322","1,368","1,130","1,578","2,054","1,372",952,450,188,34,0
전라남도 목포시 원산동(4611055800),"12,175","12,175",719,"1,333","1,517","1,160","1,915","2,299","1,781",943,457,51,0
전라남도 목포시 대성동(4611056500),"4,816","4,816",394,451,470,574,792,743,718,424,225,25,0
전라남도 목포시 목원동(4611059500),"6,874","6,874",165,351,534,493,823,"1,186","1,434","1,186",619,77,6
전라남도 목포시 동명동(4611064000),"4,927","4,927",142,260,406,343,614,806,964,944,403,43,2
전라남도 목포시 삼학동(4611064500),"5,779","5,779",326,595,575,498,894,898,996,700,271,26,0
전라남도 목포시 만호동(4611065500),"2,528","2,528",41,99,151,126,315,460,582,494,235,23,2
전라남도 목포시 유달동(4611066000),"3,933","3,933",99,207,327,282,471,672,798,657,382,36,2
전라남도 목포시 죽교동(4611069500),"2,898","2,898",95,204,260,205,380,461,573,445,246,29,0
전라남도 목포시 북항동(4611070500),"8,826","8,826",503,920,"1,004",805,"1,373","1,503","1,479",803,395,40,1
전라남도 목포시 용해동(4611074500),"16,610","16,610","1,252","2,363","1,917","1,659","3,082","2,605","1,983","1,122",539,87,1
전라남도 목포시 이로동(4611075000),"10,455","10,455",785,"1,396","1,101","1,008","1,804","1,560","1,508",846,391,54,2
전라남도 목포시 상동(4611075600),"21,388","21,388","1,671","2,272","2,380","2,372","3,501","3,651","3,078","1,635",710,113,5
전라남도 목포시 하당동(4611075700),"13,041","13,041",768,"1,244","2,301","1,695","2,219","2,315","1,530",626,305,36,2
전라남도 목포시 신흥동(4611075800),"16,152","16,152",996,"1,805","2,312","1,780","2,524","3,094","2,254",882,449,55,1
전라남도 목포시 삼향동(4611078000),"4,553","4,553",283,461,500,455,764,752,721,406,181,30,0
전라남도 목포시 옥암동(4611079000),"11,106","11,106",890,"1,558","1,388","1,272","1,984","1,911","1,239",568,262,34,0
전라남도 목포시 부흥동(4611080000),"8,284","8,284",516,806,"1,167",943,"1,366","1,586","1,114",492,262,31,1
전라남도 목포시 부주동(4611081000),"22,746","22,746","2,156","3,598","2,912","2,494","4,623","3,903","2,039",728,251,42,0
전라남도 여수시 (4613000000),"273,659","273,659","17,917","25,018","30,734","28,574","39,500","47,620","44,093","25,593","12,663","1,890",57
전라남도 여수시 돌산읍(4613025000),"2,499","2,499",41,68,139,113,186,404,615,528,354,49,2
전라남도 여수시 돌산읍우두출장소(4613025100),"8,311","8,311",404,669,669,679,"1,163","1,415","1,617","1,061",546,87,1
전라남도 여수시 돌산읍죽포출장소(4613025200),"1,871","1,871",35,48,131,64,126,301,476,393,242,52,3
전라남도 여수시 소라면(4613031000),"22,064","22,064","2,036","2,249","2,305","2,667","3,458","3,826","3,093","1,429",860,131,10
전라남도 여수시 율촌면(4613032000),"5,967","5,967",185,309,380,369,671,943,"1,302",986,687,132,3
전라남도 여수시 화양면(4613033000),"6,274","6,274",122,243,475,315,524,"1,150","1,468","1,094",745,137,1
전라남도 여수시 남면(4613034000),"2,717","2,717",49,115,115,101,212,412,685,591,379,56,2
전라남도 여수시 화정면(4613035000),"1,321","1,321",12,24,51,49,87,183,326,295,247,46,1
전라남도 여수시 화정면개도출장소(4613035600),774,774,10,34,37,22,57,139,178,168,112,17,0
전라남도 여수시 삼산면(4613036000),"2,021","2,021",44,87,116,110,222,406,518,319,174,23,2
전라남도 여수시 동문동(4613051500),"4,343","4,343",162,295,361,383,523,617,890,765,294,53,0
전라남도 여수시 한려동(4613053500),"2,815","2,815",72,159,289,250,304,435,522,522,238,23,1
전라남도 여수시 중앙동(4613057000),"4,012","4,012",112,231,316,282,482,647,889,729,293,31,0
전라남도 여수시 충무동(4613060000),"3,597","3,597",65,172,276,247,348,601,770,720,355,41,2
전라남도 여수시 광림동(4613062500),"5,680","5,680",145,280,529,462,650,946,"1,257",956,403,52,0
전라남도 여수시 서강동(4613063500),"3,326","3,326",103,167,319,247,379,496,751,562,256,46,0
전라남도 여수시 대교동(4613065500),"4,909","4,909",140,208,382,363,509,762,"1,107",936,445,56,1
전라남도 여수시 국동(4613067000),"10,634","10,634",504,848,995,954,"1,384","1,785","2,150","1,375",580,56,3
전라남도 여수시 월호동(4613068500),"7,203","7,203",456,632,676,679,994,"1,111","1,444",844,335,30,2
전라남도 여수시 여서동(4613070000),"16,938","16,938",820,"1,532","2,112","1,614","2,328","3,009","3,168","1,523",724,105,3
전라남도 여수시 문수동(4613071000),"19,721","19,721","1,422","2,092","2,275","2,092","3,145","3,393","2,904","1,599",695,102,2
전라남도 여수시 미평동(4613073000),"10,946","10,946",479,935,"1,637",974,"1,482","2,142","1,816",974,454,50,3
전라남도 여수시 둔덕동(4613074000),"9,783","9,783",565,"1,073","1,305",960,"1,433","1,953","1,526",705,237,26,0
전라남도 여수시 만덕동(4613076500),"10,212","10,212",892,974,"1,012","1,142","1,590","1,477","1,626",980,455,60,4
전라남도 여수시 쌍봉동(4613078000),"31,981","31,981","2,302","3,559","4,727","3,844","5,042","6,083","3,971","1,662",684,104,3
전라남도 여수시 시전동(4613079000),"42,479","42,479","5,022","5,079","5,039","6,314","7,498","6,950","4,253","1,560",641,120,3
전라남도 여수시 여천동(4613080000),"20,104","20,104",879,"1,715","2,868","2,138","2,862","4,177","3,305","1,375",670,110,5
전라남도 여수시 주삼동(4613081000),"7,870","7,870",779,"1,072",876,944,"1,548","1,192",752,463,210,34,0
전라남도 여수시 삼일동(4613082000),"2,153","2,153",47,94,220,144,200,431,485,297,203,32,0
전라남도 여수시 묘도동(4613083000),"1,134","1,134",13,55,102,52,93,234,229,182,145,29,0
전라남도 순천시 (4615000000),"278,709","278,709","20,928","28,785","34,444","32,048","41,164","49,046","39,282","19,516","11,594","1,852",50
전라남도 순천시 승주읍(4615025000),"2,553","2,553",47,92,144,114,168,424,665,402,439,58,0
전라남도 순천시 해룡면(4615031000),"4,295","4,295",94,158,316,233,343,844,978,707,511,110,1
전라남도 순천시 해룡면상삼출장소(4615031500),"19,262","19,262","1,400","2,440","3,150","2,432","3,228","3,983","1,755",523,303,46,2
전라남도 순천시 해룡면신대출장소(4615031600),"32,927","32,927","5,300","5,305","3,156","5,801","7,184","3,960","1,578",434,170,39,0
전라남도 순천시 서면(4615032000),"15,368","15,368","1,237","1,325","1,546","2,054","2,153","2,566","2,353","1,260",754,115,5
전라남도 순천시 황전면(4615033000),"2,811","2,811",32,86,118,106,178,422,682,604,501,81,1
전라남도 순천시 월등면(4615034000),"1,716","1,716",28,45,94,68,111,287,463,317,261,42,0
전라남도 순천시 주암면(4615035000),"2,987","2,987",47,97,152,117,180,449,763,562,534,84,2
전라남도 순천시 송광면(4615036000),"1,438","1,438",7,31,48,57,104,252,350,268,278,43,0
전라남도 순천시 외서면(4615037000),806,806,14,24,38,23,45,125,207,148,151,31,0
전라남도 순천시 낙안면(4615038000),"3,044","3,044",69,134,166,125,193,461,780,585,461,66,4
전라남도 순천시 별량면(4615039000),"5,369","5,369",110,244,346,253,429,920,"1,237",897,792,138,3
전라남도 순천시 상사면(4615040000),"2,807","2,807",55,127,242,146,227,536,684,399,337,49,5
전라남도 순천시 향동(4615051500),"3,348","3,348",109,232,282,233,362,502,693,572,317,45,1
전라남도 순천시 매곡동(4615054000),"6,556","6,556",438,516,"1,058",778,803,936,920,663,403,41,0
전라남도 순천시 삼산동(4615055000),"26,681","26,681","2,039","2,683","3,863","3,197","3,796","4,473","3,939","1,775",757,157,2
전라남도 순천시 조곡동(4615056000),"6,851","6,851",448,586,755,817,916,"1,197","1,128",617,333,52,2
전라남도 순천시 덕연동(4615057000),"41,904","41,904","2,616","4,757","5,862","4,426","6,305","8,311","6,223","2,270",966,165,3
전라남도 순천시 풍덕동(4615058000),"7,287","7,287",288,527,811,626,894,"1,192","1,435",953,503,58,0
전라남도 순천시 남제동(4615059000),"8,166","8,166",270,545,891,720,895,"1,493","1,656","1,103",529,61,3
전라남도 순천시 저전동(4615060000),"2,645","2,645",91,163,258,232,275,399,521,433,244,28,1
전라남도 순천시 장천동(4615061000),"2,045","2,045",40,74,215,161,235,365,487,302,137,26,3
전라남도 순천시 중앙동(4615062000),"2,768","2,768",76,158,288,288,310,476,574,372,196,30,0
전라남도 순천시 도사동(4615063500),"17,650","17,650","1,701","1,766","1,875","2,078","2,793","3,046","2,440","1,157",662,126,6
전라남도 순천시 왕조1동(4615066100),"39,385","39,385","3,060","4,461","5,920","4,802","6,146","7,643","4,765","1,647",810,125,6
전라남도 순천시 왕조2동(4615066500),"18,040","18,040","1,312","2,209","2,850","2,161","2,891","3,784","2,006",546,245,36,0
전라남도 나주시 (4617000000),"116,994","116,994","9,146","9,997","11,492","14,074","17,115","17,507","17,883","11,059","7,519","1,171",31
전라남도 나주시 남평읍(4617025000),"11,740","11,740",923,845,968,"1,348","1,724","1,911","2,099","1,166",649,105,2
전라남도 나주시 세지면(4617031000),"2,458","2,458",24,112,168,106,198,406,581,451,352,59,1
전라남도 나주시 왕곡면(4617032000),"2,763","2,763",48,101,216,134,224,497,650,442,389,61,1
전라남도 나주시 반남면(4617033000),"1,355","1,355",20,31,76,62,104,227,327,243,224,41,0
전라남도 나주시 공산면(4617034000),"2,224","2,224",65,121,112,106,191,358,519,388,326,35,3
전라남도 나주시 동강면(4617035000),"2,327","2,327",34,72,132,81,178,358,580,449,373,69,1
전라남도 나주시 다시면(4617036000),"3,418","3,418",49,129,181,177,270,558,878,600,506,66,4
전라남도 나주시 문평면(4617037000),"1,847","1,847",21,44,101,70,131,297,496,298,332,55,2
전라남도 나주시 노안면(4617038000),"4,360","4,360",66,125,270,213,322,792,"1,154",734,573,110,1
전라남도 나주시 금천면(4617039000),"6,259","6,259",349,393,615,798,819,976,"1,079",709,462,58,1
전라남도 나주시 산포면(4617040000),"3,186","3,186",48,116,238,194,306,595,759,507,371,51,1
전라남도 나주시 다도면(4617042000),"1,777","1,777",18,61,69,89,122,331,477,303,261,45,1
전라남도 나주시 봉황면(4617043000),"3,996","3,996",60,137,263,176,312,644,"1,012",748,560,78,6
전라남도 나주시 송월동(4617051000),"7,869","7,869",523,777,"1,175",994,"1,198","1,378",946,523,309,45,1
전라남도 나주시 영강동(4617052000),"2,660","2,660",113,175,281,274,348,487,477,297,175,32,1
전라남도 나주시 금남동(4617054000),"4,613","4,613",177,314,441,347,474,823,895,678,415,49,0
전라남도 나주시 성북동(4617055000),"8,511","8,511",553,911,"1,209",777,"1,270","1,443","1,193",708,376,71,0
전라남도 나주시 영산동(4617058000),"2,954","2,954",66,150,216,174,271,527,639,502,349,60,0
전라남도 나주시 이창동(4617060000),"3,318","3,318",104,179,358,277,408,564,676,464,242,44,2
전라남도 나주시 빛가람동(4617062000),"39,359","39,359","5,885","5,204","4,403","7,677","8,245","4,335","2,446",849,275,37,3
전라남도 광양시 (4623000000),"152,044","152,044","11,807","15,626","18,518","18,108","22,974","29,843","20,339","8,784","5,129",885,31
전라남도 광양시 광양읍(4623025000),"47,594","47,594","3,596","5,033","5,417","5,191","7,583","8,635","6,878","3,205","1,748",295,13
전라남도 광양시 봉강면(4623031000),"2,090","2,090",51,91,180,133,170,404,486,284,235,55,1
전라남도 광양시 옥룡면(4623032000),"3,004","3,004",66,118,227,144,226,569,740,454,385,73,2
전라남도 광양시 옥곡면(4623033000),"4,893","4,893",265,258,511,491,486,"1,127",883,491,330,50,1
전라남도 광양시 진상면(4623034000),"2,639","2,639",40,98,156,115,171,514,595,475,403,69,3
전라남도 광양시 진월면(4623035000),"2,665","2,665",58,77,166,130,214,425,603,533,380,76,3
전라남도 광양시 다압면(4623036000),"1,698","1,698",28,73,97,77,126,290,470,270,243,24,0
전라남도 광양시 골약동(4623051500),"6,447","6,447","1,252",450,548,"1,667",936,634,426,276,207,49,2
전라남도 광양시 중마동(4623053000),"57,688","57,688","5,210","7,189","8,015","7,955","10,173","11,849","5,076","1,459",649,109,4
전라남도 광양시 광영동(4623054000),"11,109","11,109",611,"1,050","1,314","1,028","1,559","2,656","1,931",634,277,47,2
전라남도 광양시 금호동(4623055000),"10,586","10,586",596,"1,100","1,726","1,065","1,156","2,420","1,874",503,127,19,0
전라남도 광양시 태인동(4623057000),"1,631","1,631",34,89,161,112,174,320,377,200,145,19,0
전라남도 담양군 (4671000000),"45,611","45,611","1,971","2,938","4,009","3,385","4,894","8,056","9,252","5,995","4,415",666,30
전라남도 담양군 담양읍(4671025000),"15,189","15,189","1,076","1,264","1,604","1,537","2,033","2,488","2,447","1,561","1,005",165,9
전라남도 담양군 봉산면(4671031000),"2,652","2,652",98,82,178,171,273,501,596,412,297,44,0
전라남도 담양군 고서면(4671032000),"3,043","3,043",78,158,217,190,265,553,739,495,307,40,1
전라남도 담양군 가사문학면(4671033500),"1,208","1,208",18,45,73,63,85,247,299,182,162,33,1
전라남도 담양군 창평면(4671034000),"3,603","3,603",102,266,258,229,315,646,818,520,398,49,2
전라남도 담양군 대덕면(4671035000),"1,853","1,853",43,89,151,101,141,358,472,252,219,25,2
전라남도 담양군 무정면(4671036000),"2,471","2,471",46,81,348,129,179,392,543,385,313,54,1
전라남도 담양군 금성면(4671037000),"2,489","2,489",44,92,175,130,229,418,589,398,348,61,5
전라남도 담양군 용면(4671038000),"1,786","1,786",47,72,118,99,167,327,407,317,203,25,4
전라남도 담양군 월산면(4671039000),"2,363","2,363",77,111,140,168,223,420,533,378,274,36,3
전라남도 담양군 수북면(4671040000),"4,711","4,711",183,313,431,292,536,914,983,558,427,72,2
전라남도 담양군 대전면(4671041000),"4,243","4,243",159,365,316,276,448,792,826,537,462,62,0
전라남도 곡성군 (4672000000),"27,066","27,066",836,"1,713","2,054","1,552","2,665","4,628","5,639","3,914","3,447",599,19
전라남도 곡성군 곡성읍(4672025000),"7,619","7,619",367,633,669,578,990,"1,262","1,348",957,684,127,4
전라남도 곡성군 오곡면(4672031000),"1,803","1,803",48,105,104,90,137,283,405,310,281,40,0
전라남도 곡성군 삼기면(4672032000),"1,647","1,647",16,76,90,62,114,284,377,286,283,57,2
전라남도 곡성군 석곡면(4672033000),"2,221","2,221",46,98,122,90,174,386,492,360,381,68,4
전라남도 곡성군 목사동면(4672034000),"1,337","1,337",18,38,63,64,83,229,332,243,236,30,1
전라남도 곡성군 죽곡면(4672035000),"1,858","1,858",40,67,124,81,128,318,457,321,272,49,1
전라남도 곡성군 고달면(4672036000),"1,136","1,136",26,40,73,61,69,175,268,192,203,28,1
전라남도 곡성군 옥과면(4672037000),"4,055","4,055",164,378,427,284,477,696,747,474,347,58,3
전라남도 곡성군 입면(4672038000),"2,329","2,329",48,146,193,103,241,464,456,306,313,58,1
전라남도 곡성군 겸면(4672039000),"1,625","1,625",25,77,91,77,141,281,370,255,259,48,1
전라남도 곡성군 오산면(4672040000),"1,436","1,436",38,55,98,62,111,250,387,210,188,36,1
전라남도 구례군 (4673000000),"24,480","24,480",900,"1,656","1,651","1,338","2,518","4,351","5,136","3,591","2,889",439,11
전라남도 구례군 구례읍(4673025000),"10,410","10,410",540,958,920,718,"1,319","1,860","1,864","1,267",826,135,3
전라남도 구례군 문척면(4673031000),"1,262","1,262",39,56,68,45,114,246,305,188,175,24,2
전라남도 구례군 간전면(4673032000),"1,428","1,428",32,59,68,63,120,260,322,246,225,33,0
전라남도 구례군 토지면(4673033000),"2,440","2,440",39,114,122,87,193,479,664,361,326,54,1
전라남도 구례군 마산면(4673034000),"2,510","2,510",77,167,163,118,264,427,543,387,307,55,2
전라남도 구례군 광의면(4673035000),"2,182","2,182",53,90,95,103,154,342,493,408,383,60,1
전라남도 구례군 용방면(4673036000),"1,367","1,367",33,48,72,74,131,216,283,245,234,30,1
전라남도 구례군 산동면(4673037000),"2,881","2,881",87,164,143,130,223,521,662,489,413,48,1
전라남도 고흥군 (4677000000),"61,618","61,618","2,148","3,458","3,533","3,221","5,654","9,591","13,399","10,752","8,323","1,491",48
전라남도 고흥군 고흥읍(4677025000),"12,449","12,449",898,"1,387","1,178","1,114","1,771","2,021","1,961","1,225",747,138,9
전라남도 고흥군 도양읍(4677025300),"9,435","9,435",434,654,685,615,"1,047","1,617","1,957","1,489",799,132,6
전라남도 고흥군 도양읍소록출장소(4677025400),566,566,20,29,11,26,43,28,76,152,148,33,0
전라남도 고흥군 도양읍시산출장소(4677025500),202,202,0,9,7,9,30,39,33,34,38,3,0
전라남도 고흥군 풍양면(4677031000),"3,000","3,000",52,76,98,115,218,421,713,665,540,100,2
전라남도 고흥군 도덕면(4677032000),"2,822","2,822",49,109,138,98,199,440,659,535,490,103,2
전라남도 고흥군 금산면(4677033000),"4,184","4,184",92,152,180,148,304,623,988,910,679,106,2
전라남도 고흥군 도화면(4677034000),"3,702","3,702",76,144,155,137,254,593,875,743,611,104,10
전라남도 고흥군 포두면(4677035000),"4,728","4,728",89,192,212,179,360,755,"1,081",938,772,148,2
전라남도 고흥군 봉래면(4677036000),"1,838","1,838",45,73,80,56,156,264,443,371,301,46,3
전라남도 고흥군 점암면(4677037000),"2,614","2,614",34,92,90,84,175,394,664,515,458,107,1
전라남도 고흥군 과역면(4677038000),"3,168","3,168",67,106,166,119,213,519,771,577,540,88,2
전라남도 고흥군 남양면(4677039000),"2,209","2,209",38,97,87,95,141,317,605,433,326,69,1
전라남도 고흥군 동강면(4677040000),"3,000","3,000",85,102,168,155,235,437,718,561,443,93,3
전라남도 고흥군 대서면(4677041000),"2,161","2,161",51,61,97,83,123,313,564,406,409,53,1
전라남도 고흥군 두원면(4677042000),"2,912","2,912",52,98,92,70,195,407,641,651,595,108,3
전라남도 고흥군 영남면(4677044000),"1,233","1,233",39,31,45,51,85,190,277,268,214,32,1
전라남도 고흥군 동일면(4677045000),"1,395","1,395",27,46,44,67,105,213,373,279,213,28,0
전라남도 보성군 (4678000000),"38,234","38,234","1,323","2,343","2,431","2,066","3,639","6,265","7,962","6,109","5,168",897,31
전라남도 보성군 보성읍(4678025000),"8,621","8,621",553,777,782,718,"1,104","1,458","1,442",966,695,122,4
전라남도 보성군 벌교읍(4678025300),"11,149","11,149",387,769,721,566,"1,115","1,799","2,285","1,862","1,398",236,11
전라남도 보성군 노동면(4678031000),"1,070","1,070",17,36,50,36,82,165,247,184,211,39,3
전라남도 보성군 미력면(4678032000),"1,373","1,373",27,50,76,64,99,245,323,220,229,38,2
전라남도 보성군 겸백면(4678033000),"1,110","1,110",19,37,54,42,86,182,225,206,221,36,2
전라남도 보성군 율어면(4678034000),"1,150","1,150",24,65,46,47,99,175,237,196,233,28,0
전라남도 보성군 복내면(4678035000),"1,566","1,566",42,61,76,61,95,245,375,279,281,51,0
전라남도 보성군 문덕면(4678036000),927,927,18,50,52,31,73,165,210,153,148,26,1
전라남도 보성군 조성면(4678037000),"3,507","3,507",83,147,180,150,274,557,778,684,553,97,4
전라남도 보성군 득량면(4678038000),"2,632","2,632",40,119,104,114,221,412,627,466,443,82,4
전라남도 보성군 득량면예당출장소(4678038500),"1,156","1,156",34,69,67,66,113,179,264,184,157,23,0
전라남도 보성군 회천면(4678039000),"2,928","2,928",62,140,162,125,220,524,709,501,411,74,0
전라남도 보성군 웅치면(4678040000),"1,045","1,045",17,23,61,46,58,159,240,208,188,45,0
전라남도 화순군 (4679000000),"61,743","61,743","2,862","5,235","6,341","4,509","7,349","11,324","10,920","6,994","5,431",755,23
전라남도 화순군 화순읍(4679025000),"39,371","39,371","2,394","4,363","5,036","3,433","5,697","7,444","5,499","3,241","2,009",245,10
전라남도 화순군 화순읍민원출장소(4679025100),0,0,0,0,0,0,0,0,0,0,0,0,0
전라남도 화순군 한천면(4679031000),912,912,17,33,51,49,87,156,205,174,126,12,2
전라남도 화순군 한천면영외출장소(4679031500),412,412,5,12,10,7,36,62,107,89,75,9,0
전라남도 화순군 춘양면(4679032000),"1,734","1,734",27,52,97,67,123,289,412,307,297,61,2
전라남도 화순군 청풍면(4679033000),"1,018","1,018",19,27,34,37,57,172,246,176,209,40,1
전라남도 화순군 이양면(4679034000),"1,776","1,776",32,46,90,79,125,280,421,321,323,58,1
전라남도 화순군 능주면(4679035000),"3,034","3,034",95,213,230,180,293,473,721,452,329,46,2
전라남도 화순군 도곡면(4679036000),"2,811","2,811",67,111,191,148,245,520,672,417,376,62,2
전라남도 화순군 도암면(4679037000),"1,407","1,407",27,64,66,55,83,237,330,261,248,35,1
전라남도 화순군 이서면(4679038000),917,917,13,28,46,46,53,169,239,163,142,18,0
전라남도 화순군 백아면(4679039500),"1,556","1,556",26,61,64,79,77,257,415,278,262,37,0
전라남도 화순군 동복면(4679040000),"1,549","1,549",27,50,91,56,93,274,369,266,280,43,0
전라남도 화순군 사평면(4679041500),"2,063","2,063",40,51,105,102,137,372,527,345,339,45,0
전라남도 화순군 동면(4679042000),"3,183","3,183",73,124,230,171,243,619,757,504,416,44,2
전라남도 장흥군 (4680000000),"35,419","35,419","1,596","2,460","2,565","2,309","3,621","5,963","6,956","5,061","4,169",702,17
전라남도 장흥군 장흥읍(4680025000),"14,473","14,473","1,065","1,482","1,386","1,345","1,928","2,457","2,264","1,435",951,158,2
전라남도 장흥군 관산읍(4680025300),"4,667","4,667",121,259,255,218,405,733,"1,055",836,666,116,3
전라남도 장흥군 대덕읍(4680025600),"3,179","3,179",90,171,195,150,263,547,700,525,467,68,3
전라남도 장흥군 용산면(4680031000),"2,222","2,222",78,97,107,113,184,311,523,373,364,71,1
전라남도 장흥군 안양면(4680032000),"2,702","2,702",61,115,144,146,228,470,617,466,368,85,2
전라남도 장흥군 장동면(4680033000),"1,181","1,181",34,36,52,58,86,182,274,195,226,35,3
전라남도 장흥군 장평면(4680034000),"2,004","2,004",30,74,132,80,122,360,424,341,385,55,1
전라남도 장흥군 유치면(4680035000),980,980,10,19,51,30,68,221,266,150,142,22,1
전라남도 장흥군 부산면(4680036000),"1,380","1,380",32,58,81,45,114,254,248,239,254,54,1
전라남도 장흥군 회진면(4680037000),"2,631","2,631",75,149,162,124,223,428,585,501,346,38,0
전라남도 강진군 (4681000000),"32,984","32,984","1,387","2,281","2,456","2,139","3,318","5,350","6,651","4,880","3,870",636,16
전라남도 강진군 강진읍(4681025000),"13,017","13,017",812,"1,246","1,333","1,114","1,688","2,167","2,168","1,440",901,145,3
전라남도 강진군 군동면(4681031000),"4,354","4,354",230,335,325,339,415,718,840,562,507,80,3
전라남도 강진군 칠량면(4681032000),"2,163","2,163",43,101,114,85,164,348,519,377,364,47,1
전라남도 강진군 대구면(4681033000),"1,086","1,086",27,41,41,48,86,179,242,224,168,29,1
전라남도 강진군 도암면(4681034000),"2,378","2,378",45,109,108,95,169,336,568,476,392,78,2
전라남도 강진군 신전면(4681035000),"1,684","1,684",40,80,65,57,143,250,417,323,270,38,1
전라남도 강진군 성전면(4681036000),"2,653","2,653",56,111,145,144,202,418,637,482,396,62,0
전라남도 강진군 작천면(4681037000),"1,808","1,808",41,63,103,81,124,280,413,322,319,60,2
전라남도 강진군 병영면(4681038000),"1,548","1,548",35,67,88,61,119,271,339,271,247,47,3
전라남도 강진군 옴천면(4681039000),604,604,11,42,37,20,45,90,110,117,111,21,0
전라남도 강진군 마량면(4681040000),"1,689","1,689",47,86,97,95,163,293,398,286,195,29,0
전라남도 해남군 (4682000000),"65,414","65,414","3,113","4,801","4,915","4,165","7,268","11,029","12,982","9,374","6,786",952,29
전라남도 해남군 해남읍(4682025000),"24,085","24,085","1,903","2,765","2,601","2,189","3,622","4,188","3,502","2,012","1,130",170,3
전라남도 해남군 삼산면(4682031000),"2,822","2,822",68,125,187,139,237,501,654,516,339,52,4
전라남도 해남군 화산면(4682032000),"3,032","3,032",104,105,156,157,261,484,688,582,446,47,2
전라남도 해남군 현산면(4682033000),"2,668","2,668",53,109,136,108,180,461,649,503,408,57,4
전라남도 해남군 송지면(4682034000),"5,777","5,777",216,332,363,328,581,964,"1,320",890,696,85,2
전라남도 해남군 북평면(4682035000),"2,645","2,645",52,140,171,97,217,418,590,518,396,46,0
