행정구역,2023년04월_계_총인구수,2023년04월_계_연령구간인구수,2023년04월_계_0~9세,2023년04월_계_10~19세,2023년04월_계_20~29세,2023년04월_계_30~39세,2023년04월_계_40~49세,2023년04월_계_50~59세,2023년04월_계_60~69세,2023년04월_계_70~79세,2023년04월_계_80~89세,2023년04월_계_90~99세,2023년04월_계_100세 이상
전라남도 해남군 북일면(4682036000),"1,991","1,991",61,84,106,66,159,327,429,386,325,47,1
전라남도 해남군 옥천면(4682037000),"2,870","2,870",73,137,167,119,251,514,594,503,436,72,4
전라남도 해남군 계곡면(4682038000),"2,075","2,075",66,81,63,94,183,298,457,364,414,53,2
전라남도 해남군 마산면(4682039000),"2,313","2,313",43,130,108,91,212,394,489,420,361,63,2
전라남도 해남군 황산면(4682040000),"4,430","4,430",112,223,214,217,354,714,"1,162",791,568,75,0
전라남도 해남군 산이면(4682041000),"3,545","3,545",131,180,211,196,350,566,785,634,422,70,0
전라남도 해남군 문내면(4682042000),"3,819","3,819",143,219,213,200,328,618,882,680,469,66,1
전라남도 해남군 화원면(4682043000),"3,342","3,342",88,171,219,164,333,582,781,575,376,49,4
전라남도 영암군 (4683000000),"52,592","52,592","2,754","4,163","4,733","4,075","7,096","9,554","9,190","6,006","4,368",638,15
전라남도 영암군 영암읍(4683025000),"7,810","7,810",481,724,757,584,997,"1,340","1,364",897,558,105,3
전라남도 영암군 삼호읍(4683025300),"15,420","15,420","1,307","1,824","1,677","1,630","2,936","2,828","1,843",899,430,45,1
전라남도 영암군 삼호읍서부출장소(4683025400),"6,492","6,492",400,643,908,718,"1,236","1,509",692,233,129,23,1
전라남도 영암군 덕진면(4683031000),"1,756","1,756",51,82,94,101,149,296,370,291,272,50,0
전라남도 영암군 금정면(4683032000),"2,056","2,056",29,59,121,79,170,387,485,377,295,52,2
전라남도 영암군 신북면(4683033000),"3,551","3,551",76,147,203,194,317,616,885,603,443,66,1
전라남도 영암군 시종면(4683034000),"3,331","3,331",94,109,188,166,295,541,800,613,460,63,2
전라남도 영암군 도포면(4683035000),"2,154","2,154",47,87,149,115,166,375,487,375,321,31,1
전라남도 영암군 군서면(4683036000),"3,146","3,146",83,153,201,164,257,516,687,565,448,70,2
전라남도 영암군 서호면(4683037000),"1,850","1,850",55,68,98,83,140,279,418,342,321,45,1
전라남도 영암군 학산면(4683038000),"2,877","2,877",89,179,222,133,249,490,646,452,361,56,0
전라남도 영암군 미암면(4683039000),"2,149","2,149",42,88,115,108,184,377,513,359,330,32,1
전라남도 무안군 (4684000000),"90,671","90,671","7,381","10,014","9,277","10,430","14,537","13,548","12,161","7,784","4,823",694,22
전라남도 무안군 무안읍(4684025000),"10,922","10,922",664,"1,105","1,311",910,"1,475","1,913","1,759","1,119",585,80,1
전라남도 무안군 일로읍(4684025300),"16,374","16,374","2,376","1,957",993,"2,365","3,066","1,926","1,725","1,119",722,122,3
전라남도 무안군 삼향읍(4684025600),"5,304","5,304",141,278,437,325,499,"1,011","1,287",783,468,71,4
전라남도 무안군 삼향읍남악출장소(4684025800),"34,880","34,880","3,742","5,637","4,589","5,614","7,519","4,633","1,992",797,310,47,0
전라남도 무안군 몽탄면(4684032000),"2,945","2,945",34,101,203,128,216,518,691,521,470,63,0
전라남도 무안군 청계면(4684033000),"6,401","6,401",146,367,878,422,611,"1,087","1,338",887,563,95,7
전라남도 무안군 현경면(4684034000),"4,442","4,442",82,154,279,216,334,823,"1,074",852,551,77,0
전라남도 무안군 망운면(4684035000),"1,874","1,874",50,74,114,102,172,314,479,339,198,29,3
전라남도 무안군 해제면(4684036000),"4,727","4,727",100,189,280,206,410,803,"1,109",900,652,74,4
전라남도 무안군 운남면(4684037000),"2,802","2,802",46,152,193,142,235,520,707,467,304,36,0
전라남도 함평군 (4686000000),"30,791","30,791","1,029","1,933","2,163","1,782","3,073","5,244","6,434","4,663","3,864",587,19
전라남도 함평군 함평읍(4686025000),"8,290","8,290",440,757,739,626,"1,054","1,404","1,393",993,779,103,2
전라남도 함평군 손불면(4686031000),"3,220","3,220",96,158,167,141,301,527,687,616,460,64,3
전라남도 함평군 신광면(4686032000),"1,747","1,747",46,65,100,97,137,270,435,295,249,51,2
전라남도 함평군 학교면(4686033000),"3,570","3,570",83,178,209,171,327,596,818,571,520,92,5
전라남도 함평군 엄다면(4686034000),"1,860","1,860",48,74,120,86,158,346,391,294,296,46,1
전라남도 함평군 대동면(4686035000),"3,034","3,034",66,248,221,158,230,540,622,475,415,57,2
전라남도 함평군 나산면(4686036000),"2,767","2,767",75,117,158,154,242,447,697,440,375,61,1
전라남도 함평군 해보면(4686037000),"2,696","2,696",66,133,193,153,255,486,641,385,331,52,1
전라남도 함평군 월야면(4686038000),"3,607","3,607",109,203,256,196,369,628,750,594,439,61,2
전라남도 영광군 (4687000000),"52,274","52,274","3,473","3,993","4,594","4,532","6,215","8,446","9,097","6,617","4,686",587,34
전라남도 영광군 영광읍(4687025000),"22,203","22,203","1,973","2,364","2,360","2,274","3,291","3,621","3,134","1,935","1,108",133,10
전라남도 영광군 백수읍(4687025300),"4,522","4,522",164,218,295,253,372,754,932,774,664,92,4
전라남도 영광군 홍농읍(4687025600),"6,659","6,659",549,508,766,814,835,"1,142",937,639,420,45,4
전라남도 영광군 대마면(4687031000),"1,685","1,685",77,74,127,140,149,252,356,253,221,32,4
전라남도 영광군 묘량면(4687032000),"1,723","1,723",96,70,88,121,129,262,368,279,280,29,1
전라남도 영광군 불갑면(4687033000),"1,432","1,432",64,88,94,98,118,224,318,241,161,25,1
전라남도 영광군 군서면(4687034000),"2,283","2,283",80,145,160,133,218,395,429,364,318,38,3
전라남도 영광군 군남면(4687035000),"2,275","2,275",59,75,101,110,174,300,487,436,470,62,1
전라남도 영광군 염산면(4687036000),"3,867","3,867",130,144,196,192,339,588,935,812,468,60,3
전라남도 영광군 법성면(4687037000),"5,009","5,009",256,291,376,362,492,798,"1,022",797,546,66,3
전라남도 영광군 낙월면(4687038000),417,417,16,13,23,24,71,79,115,50,22,4,0
전라남도 영광군 낙월면안마출장소(4687038500),199,199,9,3,8,11,27,31,64,37,8,1,0
전라남도 장성군 (4688000000),"42,947","42,947","2,085","3,062","3,770","3,186","4,992","7,438","8,088","5,545","4,185",577,19
전라남도 장성군 장성읍(4688025000),"13,392","13,392",827,"1,252","1,232","1,001","1,886","2,215","2,189","1,612","1,039",136,3
전라남도 장성군 진원면(4688031000),"3,611","3,611",218,295,285,228,427,643,683,448,330,51,3
전라남도 장성군 남면(4688032000),"3,719","3,719",116,172,358,295,408,663,813,480,362,51,1
전라남도 장성군 동화면(4688033000),"1,807","1,807",43,63,112,117,163,344,430,258,239,36,2
전라남도 장성군 삼서면(4688034000),"3,045","3,045",128,162,192,180,311,561,643,439,392,35,2
전라남도 장성군 삼계면(4688035000),"5,733","5,733",463,538,775,707,770,848,725,470,398,36,3
전라남도 장성군 황룡면(4688036000),"3,967","3,967",114,240,355,236,422,837,819,525,356,63,0
전라남도 장성군 서삼면(4688037000),"1,466","1,466",39,74,119,87,127,265,327,235,167,26,0
전라남도 장성군 북일면(4688038000),"1,350","1,350",31,51,87,83,80,196,338,245,206,30,3
전라남도 장성군 북이면(4688039000),"2,729","2,729",64,132,156,135,218,450,593,470,445,64,2
전라남도 장성군 북하면(4688040000),"2,128","2,128",42,83,99,117,180,416,528,363,251,49,0
전라남도 완도군 (4689000000),"47,310","47,310","2,585","3,385","3,246","3,232","5,678","7,622","9,033","6,934","4,877",701,17
전라남도 완도군 완도읍(4689025000),"17,487","17,487","1,262","1,629","1,611","1,543","2,486","2,996","3,040","1,847",938,131,4
전라남도 완도군 금일읍(4689025300),"3,519","3,519",179,180,181,233,399,525,721,586,458,54,3
전라남도 완도군 노화읍(4689025600),"4,164","4,164",244,386,263,278,561,619,700,558,472,83,0
전라남도 완도군 노화읍넙도출장소(4689029000),721,721,31,38,41,47,107,107,160,142,44,4,0
전라남도 완도군 군외면(4689031000),"3,076","3,076",74,108,162,139,286,487,734,588,439,55,4
전라남도 완도군 신지면(4689032000),"3,233","3,233",103,180,177,173,312,552,679,567,425,65,0
전라남도 완도군 고금면(4689033000),"4,048","4,048",156,258,198,208,381,608,734,776,646,81,2
전라남도 완도군 약산면(4689034000),"2,190","2,190",90,81,118,91,188,345,496,437,300,43,1
전라남도 완도군 청산면(4689035000),"2,035","2,035",57,82,113,118,185,329,452,339,305,54,1
전라남도 완도군 청산면모도출장소(4689035500),220,220,5,7,12,2,21,40,42,41,41,9,0
전라남도 완도군 소안면(4689036000),"2,360","2,360",120,129,119,137,257,335,464,426,321,52,0
전라남도 완도군 금당면(4689037000),927,927,37,41,59,45,87,162,174,160,140,21,1
전라남도 완도군 보길면(4689038000),"2,567","2,567",195,238,146,179,322,398,480,322,251,36,0
전라남도 완도군 생일면(4689039000),763,763,32,28,46,39,86,119,157,145,97,13,1
전라남도 진도군 (4690000000),"29,326","29,326","1,357","2,021","2,225","1,938","3,264","4,851","5,638","4,307","3,257",455,13
전라남도 진도군 진도읍(4690025000),"10,495","10,495",730,"1,070","1,131","1,001","1,507","1,688","1,631","1,047",608,80,2
전라남도 진도군 군내면(4690031000),"2,915","2,915",86,161,183,151,287,478,616,492,409,51,1
전라남도 진도군 고군면(4690032000),"3,478","3,478",158,237,224,214,368,542,746,520,395,68,6
전라남도 진도군 의신면(4690033000),"3,360","3,360",98,135,191,171,328,570,773,579,448,65,2
전라남도 진도군 임회면(4690034000),"3,270","3,270",97,153,184,150,264,580,706,596,456,84,0
전라남도 진도군 지산면(4690035000),"2,975","2,975",84,111,160,117,215,481,632,604,507,63,1
전라남도 진도군 조도면(4690036000),"2,205","2,205",72,114,119,107,230,386,427,366,357,26,1
전라남도 진도군 조도면가사출장소(4690036500),253,253,11,3,15,8,28,46,47,43,42,10,0
전라남도 진도군 조도면거차출장소(4690036600),375,375,21,37,18,19,37,80,60,60,35,8,0
전라남도 신안군 (4691000000),"37,962","37,962","1,299","1,919","2,413","2,313","3,996","6,752","8,300","5,969","4,406",576,19
전라남도 신안군 지도읍(4691025000),"4,293","4,293",145,207,276,257,431,725,975,678,525,73,1
전라남도 신안군 지도읍선도출장소(4691025100),233,233,4,8,11,11,15,40,64,33,41,6,0
전라남도 신안군 압해읍(4691025300),"5,509","5,509",173,274,377,360,571,"1,005","1,355",791,531,71,1
전라남도 신안군 압해읍매화출장소(4691025400),244,244,10,5,4,12,21,35,72,48,34,3,0
전라남도 신안군 압해읍고이도출장소(4691025500),215,215,13,8,5,14,20,30,43,50,28,4,0
전라남도 신안군 증도면(4691031000),"1,438","1,438",34,48,71,69,153,300,297,238,209,18,1
전라남도 신안군 증도면병풍출장소(4691031500),303,303,9,13,17,14,27,63,69,56,32,3,0
전라남도 신안군 임자면(4691032000),"3,157","3,157",138,215,227,179,385,586,605,488,307,26,1
전라남도 신안군 자은면(4691033000),"2,238","2,238",70,81,116,127,194,413,540,378,298,21,0
전라남도 신안군 비금면(4691034000),"3,500","3,500",107,187,202,197,383,650,764,551,397,60,2
전라남도 신안군 도초면(4691035000),"2,443","2,443",106,188,165,153,256,375,477,357,323,43,0
전라남도 신안군 도초면우이도출장소(4691035500),220,220,6,7,8,14,21,55,57,33,13,6,0
전라남도 신안군 흑산면(4691036000),"2,145","2,145",54,103,168,163,250,440,389,322,218,31,7
전라남도 신안군 흑산면가거도출장소(4691036500),411,411,10,17,44,41,73,96,69,34,26,1,0
전라남도 신안군 흑산면태도출장소(4691036600),192,192,10,17,10,13,25,34,35,28,18,2,0
전라남도 신안군 흑산면홍도출장소(4691036700),440,440,16,19,43,39,66,108,74,41,32,2,0
전라남도 신안군 흑산면대둔도출장소(4691036800),285,285,8,13,24,12,38,53,68,44,21,3,1
전라남도 신안군 하의면(4691037000),"1,654","1,654",45,99,85,88,175,290,353,290,205,24,0
전라남도 신안군 신의면(4691038000),"1,489","1,489",49,107,112,106,208,265,288,203,138,12,1
전라남도 신안군 장산면(4691039000),"1,502","1,502",57,66,71,89,160,217,337,268,206,30,1
전라남도 신안군 안좌면(4691040000),"2,861","2,861",110,128,212,184,263,450,599,484,360,70,1
전라남도 신안군 안좌면자라출장소(4691040500),311,311,20,9,17,37,24,54,69,47,29,5,0
전라남도 신안군 팔금면(4691041000),936,936,21,31,35,50,69,129,231,193,151,25,1
전라남도 신안군 암태면(4691042000),"1,943","1,943",84,69,113,84,168,339,470,314,264,37,1
경상북도  (4700000000),"2,592,205","2,592,205","160,547","219,610","255,736","264,967","366,170","447,264","450,782","251,671","152,430","22,447",581
경상북도 포항시 (4711000000),"493,914","493,914","33,553","45,632","51,057","54,317","74,811","86,725","85,496","41,627","18,116","2,508",72
경상북도 포항시 남구 (4711100000),"226,446","226,446","14,528","20,832","24,143","24,373","34,714","39,894","39,267","19,556","8,086","1,026",27
경상북도 포항시 남구 구룡포읍(4711125000),"7,000","7,000",93,218,326,344,635,"1,218","1,972","1,287",821,84,2
경상북도 포항시 남구 연일읍(4711125300),"29,628","29,628","1,833","3,486","3,218","2,613","4,770","5,925","4,854","2,039",792,97,1
경상북도 포항시 남구 오천읍(4711125600),"55,639","55,639","4,695","6,028","6,452","7,337","10,443","8,978","7,245","2,956","1,329",171,5
경상북도 포항시 남구 대송면(4711131000),"3,280","3,280",54,109,191,249,266,574,984,554,258,39,2
경상북도 포항시 남구 동해면(4711132000),"9,672","9,672",449,721,860,928,"1,158","1,752","1,980","1,147",588,85,4
경상북도 포항시 남구 장기면(4711133000),"3,916","3,916",50,127,139,162,282,624,987,796,639,104,6
경상북도 포항시 남구 호미곶면(4711135000),"1,764","1,764",22,53,82,68,140,281,475,365,241,37,0
경상북도 포항시 남구 상대동(4711152500),"24,367","24,367",964,"1,418","2,995","2,752","3,258","4,145","5,095","2,861",790,86,3
경상북도 포항시 남구 해도동(4711154500),"16,747","16,747",488,740,"1,438","1,513","2,052","3,042","4,131","2,453",803,86,1
경상북도 포항시 남구 송도동(4711155000),"11,860","11,860",345,599,892,878,"1,320","1,993","3,085","1,907",758,82,1
경상북도 포항시 남구 청림동(4711156000),"4,772","4,772",191,241,627,557,500,763,996,624,244,29,0
경상북도 포항시 남구 제철동(4711157000),"2,785","2,785",116,180,559,345,325,463,469,234,84,9,1
경상북도 포항시 남구 효곡동(4711158000),"30,008","30,008","3,264","4,118","3,116","3,388","5,501","5,033","3,987","1,265",276,59,1
경상북도 포항시 남구 대이동(4711159000),"25,008","25,008","1,964","2,794","3,248","3,239","4,064","5,103","3,007","1,068",463,58,0
경상북도 포항시 북구 (4711300000),"267,468","267,468","19,025","24,800","26,914","29,944","40,097","46,831","46,229","22,071","10,030","1,482",45
경상북도 포항시 북구 흥해읍(4711325000),"40,093","40,093","3,348","3,638","3,670","4,465","6,198","6,930","6,682","3,205","1,689",257,11
경상북도 포항시 북구 신광면(4711331000),"2,866","2,866",54,81,144,103,203,440,846,521,383,89,2
경상북도 포항시 북구 청하면(4711332000),"4,621","4,621",70,190,246,221,425,825,"1,195",791,563,94,1
경상북도 포항시 북구 송라면(4711333000),"2,437","2,437",35,70,121,97,175,426,642,480,333,57,1
경상북도 포항시 북구 기계면(4711334000),"4,948","4,948",87,168,232,218,336,830,"1,362",915,687,111,2
경상북도 포항시 북구 죽장면(4711335000),"2,103","2,103",28,47,44,58,103,376,669,414,320,41,3
경상북도 포항시 북구 죽장면상옥출장소(4711335500),613,613,6,10,22,13,25,113,224,115,75,9,1
경상북도 포항시 북구 기북면(4711336000),"1,308","1,308",16,36,47,48,87,206,375,270,187,33,3
경상북도 포항시 북구 중앙동(4711352000),"14,849","14,849",521,723,"1,443","1,640","1,796","2,414","3,186","2,052",957,114,3
경상북도 포항시 북구 양학동(4711363000),"16,150","16,150",967,"1,612","1,778","1,694","2,332","3,245","2,869","1,183",405,65,0
경상북도 포항시 북구 죽도동(4711365500),"19,674","19,674",675,873,"2,271","2,303","2,451","3,211","4,230","2,579",956,121,4
경상북도 포항시 북구 용흥동(4711366500),"21,419","21,419","1,152","1,812","2,097","2,041","3,001","3,888","4,324","2,166",823,112,3
경상북도 포항시 북구 우창동(4711368000),"33,033","33,033","2,987","3,205","3,299","4,464","5,069","5,906","5,195","1,994",805,103,6
경상북도 포항시 북구 두호동(4711369000),"22,481","22,481","1,568","2,226","2,368","2,432","3,150","4,342","4,069","1,648",599,77,2
경상북도 포항시 북구 장량동(4711370000),"71,642","71,642","6,756","8,985","8,377","9,096","13,132","12,259","8,868","2,977","1,015",174,3
경상북도 포항시 북구 환여동(4711371000),"9,231","9,231",755,"1,124",755,"1,051","1,614","1,420","1,493",761,233,25,0
경상북도 경주시 (4713000000),"248,737","248,737","14,022","19,772","23,436","23,378","34,157","45,936","45,561","25,543","14,746","2,131",55
